Artikel;article_description;Bruttobetrag;Nettobetrag;Verkaufte_Stücke;Gewicht_verkauft;Durchschnittlicher_Preis;umsatz_tot;origin;year;date
A10416;Sandwich Ticinese;12.5;12.5;2;NA;6.25;0.5;14.09.csv;2016;14.09.2016
A10435;FB Sandwich Emmental;5.5;5.5;1;NA;5.5;0.22;14.09.csv;2016;14.09.2016
A10451;Sandwich Bauette;10;10;2;NA;5;0.4;14.09.csv;2016;14.09.2016
A10000;Catering;39.5;39.5;23;NA;1.72;1.54;15.09.csv;2016;15.09.2016
A10001;Favorite;1261;1261;156;NA;8.08;49.13;15.09.csv;2016;15.09.2016
A10002;Green;520;520;62;NA;8.39;20.26;15.09.csv;2016;15.09.2016
A10004;Brot Stück;1.2;1.2;4;NA;0.3;0.05;15.09.csv;2016;15.09.2016
A10006;Menu Salat;19;19;12;NA;1.58;0.74;15.09.csv;2016;15.09.2016
A10014;Kitchen 4;171;171;11;NA;15.55;6.66;15.09.csv;2016;15.09.2016
A10040;Garden;318.9;318.9;41;13.814;23.09;12.43;15.09.csv;2016;15.09.2016
A10060;Frucht -.70;0.7;0.7;1;NA;0.7;0.03;15.09.csv;2016;15.09.2016
A10063;Frucht 1.00;9;9;9;NA;1;0.35;15.09.csv;2016;15.09.2016
A10073;Saisonfrüchte geschnitten;3.5;3.5;1;NA;3.5;0.14;15.09.csv;2016;15.09.2016
A10100;Gipfel;90;90;60;NA;1.5;3.51;15.09.csv;2016;15.09.2016
A10108;Laugenbrezel mit Butter;4.4;4.4;2;NA;2.2;0.17;15.09.csv;2016;15.09.2016
A10120;Mandelbrezel;58;58;20;NA;2.9;2.26;15.09.csv;2016;15.09.2016
A10128;Aprikosenjalousie;2.4;2.4;1;NA;2.4;0.09;15.09.csv;2016;15.09.2016
A10135;Wähe;3.9;3.9;1;NA;3.9;0.15;15.09.csv;2016;15.09.2016
A10200;Birchermüesli Classic;6.9;6.9;2;NA;3.45;0.27;15.09.csv;2016;15.09.2016
A10409;Sandwich Appenzell;5.5;5.5;1;NA;5.5;0.21;15.09.csv;2016;15.09.2016
A10415;Sandwich Turkey;5.5;5.5;1;NA;5.5;0.21;15.09.csv;2016;15.09.2016
A10416;Sandwich Ticinese;6;6;1;NA;6;0.23;15.09.csv;2016;15.09.2016
A10417;Sandwich Softie;4;4;1;NA;4;0.16;15.09.csv;2016;15.09.2016
A10451;Sandwich Bauette;5;5;1;NA;5;0.19;15.09.csv;2016;15.09.2016
L12160;Zweifel Chips Nature;18;18;2;NA;9;0.7;15.09.csv;2016;15.09.2016
L12162;Erdnüsse;7;7;1;NA;7;0.27;15.09.csv;2016;15.09.2016
L12163;Blätterteigstangen;6;6;1;NA;6;0.23;15.09.csv;2016;15.09.2016
A10000;Catering;7;7;2;NA;3.5;0.54;16.09.csv;2016;16.09.2016
A10001;Favorite;670;670;82;NA;8.17;51.39;16.09.csv;2016;16.09.2016
A10002;Green;289;289;34;NA;8.5;22.17;16.09.csv;2016;16.09.2016
A10004;Brot Stück;0.6;0.6;2;NA;0.3;0.05;16.09.csv;2016;16.09.2016
A10006;Menu Salat;3;3;2;NA;1.5;0.23;16.09.csv;2016;16.09.2016
A10014;Kitchen 4;184;184;14;NA;13.14;14.11;16.09.csv;2016;16.09.2016
A10040;Garden;120.5;120.5;14;5.078;23.73;9.24;16.09.csv;2016;16.09.2016
A10063;Frucht 1.00;1;1;1;NA;1;0.08;16.09.csv;2016;16.09.2016
A10073;Saisonfrüchte geschnitten;4;4;1;NA;4;0.31;16.09.csv;2016;16.09.2016
A10139;Zitronencake-Schnitte 100g verpackt;2.4;2.4;1;NA;2.4;0.18;16.09.csv;2016;16.09.2016
A10200;Birchermüesli Classic;3.2;3.2;1;NA;3.2;0.25;16.09.csv;2016;16.09.2016
A10409;Sandwich Appenzell;5.5;5.5;1;NA;5.5;0.42;16.09.csv;2016;16.09.2016
A10410;Sandwich Milano;4;4;1;NA;4;0.31;16.09.csv;2016;16.09.2016
A10435;FB Sandwich Emmental;5.5;5.5;1;NA;5.5;0.42;16.09.csv;2016;16.09.2016
A10450;Sandwich Laugenkaiser;4;4;1;NA;4;0.31;16.09.csv;2016;16.09.2016
A10000;Catering;8.7;8.7;1;NA;8.7;0.43;19.09.csv;2016;19.09.2016
A10001;Favorite;798;798;103;NA;7.75;39.19;19.09.csv;2016;19.09.2016
A10002;Green;580;580;77;NA;7.53;28.48;19.09.csv;2016;19.09.2016
A10004;Brot Stück;0.6;0.6;2;NA;0.3;0.03;19.09.csv;2016;19.09.2016
A10006;Menu Salat;22.5;22.5;15;NA;1.5;1.1;19.09.csv;2016;19.09.2016
A10014;Kitchen 4;297;297;23;NA;12.91;14.58;19.09.csv;2016;19.09.2016
A10040;Garden;241.2;241.2;30;10.446;23.09;11.84;19.09.csv;2016;19.09.2016
A10063;Frucht 1.00;5;5;5;NA;1;0.25;19.09.csv;2016;19.09.2016
A10072;Schichtjoghurt;3;3;1;NA;3;0.15;19.09.csv;2016;19.09.2016
A10103;Vanille-Gipfel;4.8;4.8;2;NA;2.4;0.24;19.09.csv;2016;19.09.2016
A10108;Laugenbrezel mit Butter;2.2;2.2;1;NA;2.2;0.11;19.09.csv;2016;19.09.2016
A10122;Nussbrille;2.4;2.4;1;NA;2.4;0.12;19.09.csv;2016;19.09.2016
A10130;Vanillekreuz;2.4;2.4;1;NA;2.4;0.12;19.09.csv;2016;19.09.2016
A10135;Wähe;4.5;4.5;1;NA;4.5;0.22;19.09.csv;2016;19.09.2016
A10139;Zitronencake-Schnitte 100g verpackt;7.2;7.2;3;NA;2.4;0.35;19.09.csv;2016;19.09.2016
A10144;Trockengebäck 100g verpackt;2.2;2.2;1;NA;2.2;0.11;19.09.csv;2016;19.09.2016
A10200;Birchermüesli Classic;3.2;3.2;1;NA;3.2;0.16;19.09.csv;2016;19.09.2016
A10410;Sandwich Milano;8;8;2;NA;4;0.39;19.09.csv;2016;19.09.2016
A10413;Sandwich Start Your Day;4.5;4.5;1;NA;4.5;0.22;19.09.csv;2016;19.09.2016
A10415;Sandwich Turkey;5.5;5.5;1;NA;5.5;0.27;19.09.csv;2016;19.09.2016
A10416;Sandwich Ticinese;12;12;2;NA;6;0.59;19.09.csv;2016;19.09.2016
A10430;Bagel Sandwich Fisherman's Catch;11;11;2;NA;5.5;0.54;19.09.csv;2016;19.09.2016
A10435;FB Sandwich Emmental;5.5;5.5;1;NA;5.5;0.27;19.09.csv;2016;19.09.2016
A10451;Sandwich Bauette;5;5;1;NA;5;0.25;19.09.csv;2016;19.09.2016
A10000;Catering;8.4;8.4;3;NA;2.8;0.32;20.09.csv;2016;20.09.2016
A10001;Favorite;1216;1216;160;NA;7.6;46.58;20.09.csv;2016;20.09.2016
A10002;Green;585;585;78;NA;7.5;22.41;20.09.csv;2016;20.09.2016
A10004;Brot Stück;0.3;0.3;1;NA;0.3;0.01;20.09.csv;2016;20.09.2016
A10006;Menu Salat;7.5;7.5;5;NA;1.5;0.29;20.09.csv;2016;20.09.2016
A10014;Kitchen 4;376;376;30;NA;12.53;14.4;20.09.csv;2016;20.09.2016
A10040;Garden;368.9;368.9;45;16.016;23.03;14.13;20.09.csv;2016;20.09.2016
A10063;Frucht 1.00;4;4;4;NA;1;0.15;20.09.csv;2016;20.09.2016
A10072;Schichtjoghurt;9;9;3;NA;3;0.34;20.09.csv;2016;20.09.2016
A10073;Saisonfrüchte geschnitten;3.5;3.5;1;NA;3.5;0.13;20.09.csv;2016;20.09.2016
A10112;Maisbrötli;1.7;1.7;1;NA;1.7;0.07;20.09.csv;2016;20.09.2016
A10130;Vanillekreuz;2.4;2.4;1;NA;2.4;0.09;20.09.csv;2016;20.09.2016
A10135;Wähe;4.5;4.5;1;NA;4.5;0.17;20.09.csv;2016;20.09.2016
A10148;Fruchttörtli;2.9;2.9;1;NA;2.9;0.11;20.09.csv;2016;20.09.2016
A10200;Birchermüesli Classic;3.2;3.2;1;NA;3.2;0.12;20.09.csv;2016;20.09.2016
A10416;Sandwich Ticinese;6;6;1;NA;6;0.23;20.09.csv;2016;20.09.2016
A10430;Bagel Sandwich Fisherman's Catch;5.5;5.5;1;NA;5.5;0.21;20.09.csv;2016;20.09.2016
A10452;Crispy Chicken;6;6;1;NA;6;0.23;20.09.csv;2016;20.09.2016
A10000;Catering;16.3;16.3;5;NA;3.26;0.73;21.09.csv;2016;21.09.2016
A10001;Favorite;852;852;111;NA;7.68;38.4;21.09.csv;2016;21.09.2016
A10002;Green;667;667;87;NA;7.67;30.06;21.09.csv;2016;21.09.2016
A10004;Brot Stück;0.3;0.3;1;NA;0.3;0.01;21.09.csv;2016;21.09.2016
A10006;Menu Salat;19.5;19.5;13;NA;1.5;0.88;21.09.csv;2016;21.09.2016
A10014;Kitchen 4;303;303;24;NA;12.63;13.66;21.09.csv;2016;21.09.2016
A10040;Garden;285.1;285.1;36;12.35;23.09;12.85;21.09.csv;2016;21.09.2016
A10063;Frucht 1.00;2;2;2;NA;1;0.09;21.09.csv;2016;21.09.2016
A10072;Schichtjoghurt;10;10;3;NA;3.33;0.45;21.09.csv;2016;21.09.2016
A10108;Laugenbrezel mit Butter;2.2;2.2;1;NA;2.2;0.1;21.09.csv;2016;21.09.2016
A10128;Aprikosenjalousie;2.4;2.4;1;NA;2.4;0.11;21.09.csv;2016;21.09.2016
A10135;Wähe;4.5;4.5;1;NA;4.5;0.2;21.09.csv;2016;21.09.2016
A10200;Birchermüesli Classic;9.6;9.6;3;NA;3.2;0.43;21.09.csv;2016;21.09.2016
A10410;Sandwich Milano;4;4;1;NA;4;0.18;21.09.csv;2016;21.09.2016
A10413;Sandwich Start Your Day;4.5;4.5;1;NA;4.5;0.2;21.09.csv;2016;21.09.2016
A10416;Sandwich Ticinese;6.5;6.5;1;NA;6.5;0.29;21.09.csv;2016;21.09.2016
A10417;Sandwich Softie;8.5;8.5;2;NA;4.25;0.38;21.09.csv;2016;21.09.2016
A10450;Sandwich Laugenkaiser;4;4;1;NA;4;0.18;21.09.csv;2016;21.09.2016
A10451;Sandwich Bauette;5.5;5.5;1;NA;5.5;0.25;21.09.csv;2016;21.09.2016
A10452;Crispy Chicken;12;12;2;NA;6;0.54;21.09.csv;2016;21.09.2016
A10001;Favorite;870;870;109;NA;7.98;44.37;22.09.csv;2016;22.09.2016
A10002;Green;449;449;58;NA;7.74;22.9;22.09.csv;2016;22.09.2016
A10004;Brot Stück;0.6;0.6;2;NA;0.3;0.03;22.09.csv;2016;22.09.2016
A10006;Menu Salat;24;24;16;NA;1.5;1.22;22.09.csv;2016;22.09.2016
A10014;Kitchen 4;219;219;17;NA;12.88;11.17;22.09.csv;2016;22.09.2016
A10040;Garden;340.2;340.2;44;14.72;23.11;17.35;22.09.csv;2016;22.09.2016
A10063;Frucht 1.00;1;1;1;NA;1;0.05;22.09.csv;2016;22.09.2016
A10121;Mandelschnecke;2.9;2.9;1;NA;2.9;0.15;22.09.csv;2016;22.09.2016
A10122;Nussbrille;2.4;2.4;1;NA;2.4;0.12;22.09.csv;2016;22.09.2016
A10126;Apfel im Schlafrock;2.4;2.4;1;NA;2.4;0.12;22.09.csv;2016;22.09.2016
A10135;Wähe;4.5;4.5;1;NA;4.5;0.23;22.09.csv;2016;22.09.2016
A10148;Fruchttörtli;4.8;4.8;2;NA;2.4;0.24;22.09.csv;2016;22.09.2016
A10164;Hausgemachter Kuchen;2.5;2.5;1;NA;2.5;0.13;22.09.csv;2016;22.09.2016
A10200;Birchermüesli Classic;10.1;10.1;3;NA;3.37;0.52;22.09.csv;2016;22.09.2016
A10415;Sandwich Turkey;5.5;5.5;1;NA;5.5;0.28;22.09.csv;2016;22.09.2016
A10416;Sandwich Ticinese;6;6;1;NA;6;0.31;22.09.csv;2016;22.09.2016
A10451;Sandwich Bauette;10;10;2;NA;5;0.51;22.09.csv;2016;22.09.2016
A10452;Crispy Chicken;6;6;1;NA;6;0.31;22.09.csv;2016;22.09.2016
A10000;Catering;40;40;7;NA;5.71;2.14;23.09.csv;2016;23.09.2016
A10001;Favorite;1015;1015;132;NA;7.69;54.24;23.09.csv;2016;23.09.2016
A10002;Green;372;372;51;NA;7.29;19.88;23.09.csv;2016;23.09.2016
A10004;Brot Stück;0.3;0.3;1;NA;0.3;0.02;23.09.csv;2016;23.09.2016
A10006;Menu Salat;7;7;4;NA;1.75;0.37;23.09.csv;2016;23.09.2016
A10014;Kitchen 4;167;167;13;NA;12.85;8.92;23.09.csv;2016;23.09.2016
A10040;Garden;196.1;196.1;24;8.488;23.1;10.48;23.09.csv;2016;23.09.2016
A10063;Frucht 1.00;4;4;4;NA;1;0.21;23.09.csv;2016;23.09.2016
A10073;Saisonfrüchte geschnitten;3.5;3.5;1;NA;3.5;0.19;23.09.csv;2016;23.09.2016
A10110;Sonnenblumenbrötli;3.4;3.4;2;NA;1.7;0.18;23.09.csv;2016;23.09.2016
A10130;Vanillekreuz;2.4;2.4;1;NA;2.4;0.13;23.09.csv;2016;23.09.2016
A10135;Wähe;4.5;4.5;1;NA;4.5;0.24;23.09.csv;2016;23.09.2016
A10164;Hausgemachter Kuchen;5;5;2;NA;2.5;0.27;23.09.csv;2016;23.09.2016
A10200;Birchermüesli Classic;3.2;3.2;1;NA;3.2;0.17;23.09.csv;2016;23.09.2016
A10409;Sandwich Appenzell;5.5;5.5;1;NA;5.5;0.29;23.09.csv;2016;23.09.2016
A10411;Sandwich Power Ham;4;4;1;NA;4;0.21;23.09.csv;2016;23.09.2016
A10413;Sandwich Start Your Day;4.5;4.5;1;NA;4.5;0.24;23.09.csv;2016;23.09.2016
A10416;Sandwich Ticinese;6;6;1;NA;6;0.32;23.09.csv;2016;23.09.2016
A10417;Sandwich Softie;4;4;1;NA;4;0.21;23.09.csv;2016;23.09.2016
A10450;Sandwich Laugenkaiser;8;8;2;NA;4;0.43;23.09.csv;2016;23.09.2016
A10451;Sandwich Bauette;5;5;1;NA;5;0.27;23.09.csv;2016;23.09.2016
A10452;Crispy Chicken;6;6;1;NA;6;0.32;23.09.csv;2016;23.09.2016
L19100;Patisserie offen;5;5;1;NA;5;0.27;23.09.csv;2016;23.09.2016
A10001;Favorite;1216;1216;154;NA;7.9;66.66;26.09.csv;2016;26.09.2016
A10002;Green;308;308;41;NA;7.51;16.88;26.09.csv;2016;26.09.2016
A10004;Brot Stück;0.3;0.3;1;NA;0.3;0.02;26.09.csv;2016;26.09.2016
A10006;Menu Salat;18;18;12;NA;1.5;0.99;26.09.csv;2016;26.09.2016
A10040;Garden;219.3;219.3;28;9.542;22.98;12.02;26.09.csv;2016;26.09.2016
A10072;Schichtjoghurt;3;3;1;NA;3;0.16;26.09.csv;2016;26.09.2016
A10101;Ragusa-Gipfel;2.4;2.4;1;NA;2.4;0.13;26.09.csv;2016;26.09.2016
A10103;Vanille-Gipfel;2.4;2.4;1;NA;2.4;0.13;26.09.csv;2016;26.09.2016
A10121;Mandelschnecke;4.8;4.8;2;NA;2.4;0.26;26.09.csv;2016;26.09.2016
A10128;Aprikosenjalousie;2.4;2.4;1;NA;2.4;0.13;26.09.csv;2016;26.09.2016
A10130;Vanillekreuz;4.8;4.8;2;NA;2.4;0.26;26.09.csv;2016;26.09.2016
A10135;Wähe;4.5;4.5;1;NA;4.5;0.25;26.09.csv;2016;26.09.2016
A10139;Zitronencake-Schnitte 100g verpackt;2.4;2.4;1;NA;2.4;0.13;26.09.csv;2016;26.09.2016
A10164;Hausgemachter Kuchen;5;5;2;NA;2.5;0.27;26.09.csv;2016;26.09.2016
A10200;Birchermüesli Classic;6.4;6.4;2;NA;3.2;0.35;26.09.csv;2016;26.09.2016
A10409;Sandwich Appenzell;11;11;2;NA;5.5;0.6;26.09.csv;2016;26.09.2016
A10410;Sandwich Milano;4;4;1;NA;4;0.22;26.09.csv;2016;26.09.2016
A10413;Sandwich Start Your Day;4.5;4.5;1;NA;4.5;0.25;26.09.csv;2016;26.09.2016
A10451;Sandwich Bauette;5;5;1;NA;5;0.27;26.09.csv;2016;26.09.2016
A10000;Catering;352.1;352.1;40;NA;8.8;14.36;27.09.csv;2016;27.09.2016
A10001;Favorite;910;910;114;NA;7.98;37.1;27.09.csv;2016;27.09.2016
A10002;Green;646;646;82;NA;7.88;26.34;27.09.csv;2016;27.09.2016
A10006;Menu Salat;9;9;6;NA;1.5;0.37;27.09.csv;2016;27.09.2016
A10040;Garden;278.3;278.3;35;12.096;23.01;11.35;27.09.csv;2016;27.09.2016
A10063;Frucht 1.00;38;38;38;NA;1;1.55;27.09.csv;2016;27.09.2016
A10072;Schichtjoghurt;3;3;1;NA;3;0.12;27.09.csv;2016;27.09.2016
A10100;Gipfel;30;30;20;NA;1.5;1.22;27.09.csv;2016;27.09.2016
A10101;Ragusa-Gipfel;4.8;4.8;2;NA;2.4;0.2;27.09.csv;2016;27.09.2016
A10112;Maisbrötli;41.6;41.6;22;NA;1.89;1.7;27.09.csv;2016;27.09.2016
A10116;Semmel;20.8;20.8;13;NA;1.6;0.85;27.09.csv;2016;27.09.2016
A10122;Nussbrille;2.4;2.4;1;NA;2.4;0.1;27.09.csv;2016;27.09.2016
A10148;Fruchttörtli;4.8;4.8;2;NA;2.4;0.2;27.09.csv;2016;27.09.2016
A10200;Birchermüesli Classic;13.3;13.3;4;NA;3.33;0.54;27.09.csv;2016;27.09.2016
A10409;Sandwich Appenzell;5.5;5.5;1;NA;5.5;0.22;27.09.csv;2016;27.09.2016
A10410;Sandwich Milano;4;4;1;NA;4;0.16;27.09.csv;2016;27.09.2016
A10411;Sandwich Power Ham;4;4;1;NA;4;0.16;27.09.csv;2016;27.09.2016
A10413;Sandwich Start Your Day;4.5;4.5;1;NA;4.5;0.18;27.09.csv;2016;27.09.2016
A10417;Sandwich Softie;4;4;1;NA;4;0.16;27.09.csv;2016;27.09.2016
A10451;Sandwich Bauette;10.5;10.5;2;NA;5.25;0.43;27.09.csv;2016;27.09.2016
A10452;Crispy Chicken;6;6;1;NA;6;0.24;27.09.csv;2016;27.09.2016
L18006;Käseplatte 800g;32;32;1;NA;32;1.3;27.09.csv;2016;27.09.2016
L18007;Aufschnitt- / Wurstplatte 800g;28;28;1;NA;28;1.14;27.09.csv;2016;27.09.2016
A10000;Catering;29.1;29.1;4;NA;7.28;1.48;28.09.csv;2016;28.09.2016
A10001;Favorite;781;781;100;NA;7.81;39.81;28.09.csv;2016;28.09.2016
A10002;Green;790;790;103;NA;7.67;40.27;28.09.csv;2016;28.09.2016
A10004;Brot Stück;1.2;1.2;4;NA;0.3;0.06;28.09.csv;2016;28.09.2016
A10006;Menu Salat;14.5;14.5;9;NA;1.61;0.74;28.09.csv;2016;28.09.2016
A10014;Kitchen 4;64;64;5;NA;12.8;3.26;28.09.csv;2016;28.09.2016
A10040;Garden;220.1;220.1;27;9.558;23.03;11.22;28.09.csv;2016;28.09.2016
A10063;Frucht 1.00;1;1;1;NA;1;0.05;28.09.csv;2016;28.09.2016
A10072;Schichtjoghurt;6;6;2;NA;3;0.31;28.09.csv;2016;28.09.2016
A10073;Saisonfrüchte geschnitten;3.5;3.5;1;NA;3.5;0.18;28.09.csv;2016;28.09.2016
A10108;Laugenbrezel mit Butter;2.2;2.2;1;NA;2.2;0.11;28.09.csv;2016;28.09.2016
A10124;Kirschenstange;2.4;2.4;1;NA;2.4;0.12;28.09.csv;2016;28.09.2016
A10128;Aprikosenjalousie;2.4;2.4;1;NA;2.4;0.12;28.09.csv;2016;28.09.2016
A10135;Wähe;4.5;4.5;1;NA;4.5;0.23;28.09.csv;2016;28.09.2016
A10139;Zitronencake-Schnitte 100g verpackt;4.8;4.8;2;NA;2.4;0.24;28.09.csv;2016;28.09.2016
A10144;Trockengebäck 100g verpackt;4.4;4.4;2;NA;2.2;0.22;28.09.csv;2016;28.09.2016
A10200;Birchermüesli Classic;12.8;12.8;4;NA;3.2;0.65;28.09.csv;2016;28.09.2016
A10409;Sandwich Appenzell;5.5;5.5;1;NA;5.5;0.28;28.09.csv;2016;28.09.2016
A10410;Sandwich Milano;4;4;1;NA;4;0.2;28.09.csv;2016;28.09.2016
A10413;Sandwich Start Your Day;4.5;4.5;1;NA;4.5;0.23;28.09.csv;2016;28.09.2016
A10450;Sandwich Laugenkaiser;4;4;1;NA;4;0.2;28.09.csv;2016;28.09.2016
A10000;Catering;13.3;13.3;2;NA;6.65;0.66;29.09.csv;2016;29.09.2016
A10001;Favorite;655;655;81;NA;8.09;32.39;29.09.csv;2016;29.09.2016
A10002;Green;817;817;105;NA;7.78;40.4;29.09.csv;2016;29.09.2016
A10004;Brot Stück;0.3;0.3;1;NA;0.3;0.01;29.09.csv;2016;29.09.2016
A10006;Menu Salat;7.5;7.5;5;NA;1.5;0.37;29.09.csv;2016;29.09.2016
A10007;Senf Mayo Ketschup;0.5;0.5;1;NA;0.5;0.02;29.09.csv;2016;29.09.2016
A10014;Kitchen 4;220;220;17;NA;12.94;10.88;29.09.csv;2016;29.09.2016
A10040;Garden;256.1;256.1;28;11.078;23.12;12.66;29.09.csv;2016;29.09.2016
A10072;Schichtjoghurt;6;6;2;NA;3;0.3;29.09.csv;2016;29.09.2016
A10123;Russenzöpfli;2.4;2.4;1;NA;2.4;0.12;29.09.csv;2016;29.09.2016
A10135;Wähe;13.5;13.5;3;NA;4.5;0.67;29.09.csv;2016;29.09.2016
A10139;Zitronencake-Schnitte 100g verpackt;7.2;7.2;3;NA;2.4;0.36;29.09.csv;2016;29.09.2016
A10200;Birchermüesli Classic;3.2;3.2;1;NA;3.2;0.16;29.09.csv;2016;29.09.2016
A10410;Sandwich Milano;4;4;1;NA;4;0.2;29.09.csv;2016;29.09.2016
A10411;Sandwich Power Ham;4;4;1;NA;4;0.2;29.09.csv;2016;29.09.2016
A10413;Sandwich Start Your Day;4.5;4.5;1;NA;4.5;0.22;29.09.csv;2016;29.09.2016
A10417;Sandwich Softie;4;4;1;NA;4;0.2;29.09.csv;2016;29.09.2016
A10450;Sandwich Laugenkaiser;4;4;1;NA;4;0.2;29.09.csv;2016;29.09.2016
A10000;Catering;10190;10190;1053;NA;9.68;83.28;30.09.csv;2016;30.09.2016
A10001;Favorite;955;955;123;NA;7.76;7.8;30.09.csv;2016;30.09.2016
A10002;Green;438;438;57;NA;7.68;3.58;30.09.csv;2016;30.09.2016
A10006;Menu Salat;25;25;16;NA;1.56;0.2;30.09.csv;2016;30.09.2016
A10014;Kitchen 4;237;237;18;NA;13.17;1.94;30.09.csv;2016;30.09.2016
A10040;Garden;334.7;334.7;37;14.476;23.12;2.74;30.09.csv;2016;30.09.2016
A10063;Frucht 1.00;3;3;3;NA;1;0.02;30.09.csv;2016;30.09.2016
A10072;Schichtjoghurt;3;3;1;NA;3;0.02;30.09.csv;2016;30.09.2016
A10073;Saisonfrüchte geschnitten;3.5;3.5;1;NA;3.5;0.03;30.09.csv;2016;30.09.2016
A10108;Laugenbrezel mit Butter;2.2;2.2;1;NA;2.2;0.02;30.09.csv;2016;30.09.2016
A10120;Mandelbrezel;2.4;2.4;1;NA;2.4;0.02;30.09.csv;2016;30.09.2016
A10127;Aprikosenplunder;4.8;4.8;2;NA;2.4;0.04;30.09.csv;2016;30.09.2016
A10128;Aprikosenjalousie;2.4;2.4;1;NA;2.4;0.02;30.09.csv;2016;30.09.2016
A10200;Birchermüesli Classic;26.6;26.6;8;NA;3.33;0.22;30.09.csv;2016;30.09.2016
A10410;Sandwich Milano;4;4;1;NA;4;0.03;30.09.csv;2016;30.09.2016
A10411;Sandwich Power Ham;4.5;4.5;1;NA;4.5;0.04;30.09.csv;2016;30.09.2016
A10000;Catering;8;8;1;NA;8;0.43;03.10.csv;2016;03.10.2016
A10001;Favorite;1125;1125;145;NA;7.76;60.39;03.10.csv;2016;03.10.2016
A10002;Green;203;203;27;NA;7.52;10.9;03.10.csv;2016;03.10.2016
A10005;Menu Suppe;10.5;10.5;7;NA;1.5;0.56;03.10.csv;2016;03.10.2016
A10006;Menu Salat;16.5;16.5;11;NA;1.5;0.89;03.10.csv;2016;03.10.2016
A10014;Kitchen 4;115;115;9;NA;12.78;6.17;03.10.csv;2016;03.10.2016
A10040;Garden;324.9;324.9;42;14.132;22.99;17.44;03.10.csv;2016;03.10.2016
A10061;Frucht -.80;0.8;0.8;1;NA;0.8;0.04;03.10.csv;2016;03.10.2016
A10072;Schichtjoghurt;6.5;6.5;2;NA;3.25;0.35;03.10.csv;2016;03.10.2016
A10073;Saisonfrüchte geschnitten;3.5;3.5;1;NA;3.5;0.19;03.10.csv;2016;03.10.2016
A10108;Laugenbrezel mit Butter;4.6;4.6;2;NA;2.3;0.25;03.10.csv;2016;03.10.2016
A10126;Apfel im Schlafrock;2.4;2.4;1;NA;2.4;0.13;03.10.csv;2016;03.10.2016
A10128;Aprikosenjalousie;4.8;4.8;2;NA;2.4;0.26;03.10.csv;2016;03.10.2016
A10135;Wähe;9;9;2;NA;4.5;0.48;03.10.csv;2016;03.10.2016
A10139;Zitronencake-Schnitte 100g verpackt;4.8;4.8;2;NA;2.4;0.26;03.10.csv;2016;03.10.2016
A10410;Sandwich Milano;8;8;2;NA;4;0.43;03.10.csv;2016;03.10.2016
A10411;Sandwich Power Ham;4;4;1;NA;4;0.21;03.10.csv;2016;03.10.2016
A10415;Sandwich Turkey;5.5;5.5;1;NA;5.5;0.3;03.10.csv;2016;03.10.2016
A10416;Sandwich Ticinese;6;6;1;NA;6;0.32;03.10.csv;2016;03.10.2016
A10001;Favorite;1189;1189;158;NA;7.53;46.84;04.10.csv;2016;04.10.2016
A10002;Green;583;583;77;NA;7.57;22.97;04.10.csv;2016;04.10.2016
A10004;Brot Stück;0.6;0.6;2;NA;0.3;0.02;04.10.csv;2016;04.10.2016
A10005;Menu Suppe;4.5;4.5;3;NA;1.5;0.18;04.10.csv;2016;04.10.2016
A10006;Menu Salat;25;25;16;NA;1.56;0.98;04.10.csv;2016;04.10.2016
A10007;Senf Mayo Ketschup;0.5;0.5;1;NA;0.5;0.02;04.10.csv;2016;04.10.2016
A10014;Kitchen 4;252;252;20;NA;12.6;9.93;04.10.csv;2016;04.10.2016
A10040;Garden;400.2;400.2;57;17.376;23.03;15.77;04.10.csv;2016;04.10.2016
A10063;Frucht 1.00;2;2;2;NA;1;0.08;04.10.csv;2016;04.10.2016
A10073;Saisonfrüchte geschnitten;7;7;2;NA;3.5;0.28;04.10.csv;2016;04.10.2016
A10100;Gipfel;1.3;1.3;1;NA;1.3;0.05;04.10.csv;2016;04.10.2016
A10101;Ragusa-Gipfel;7.7;7.7;3;NA;2.57;0.3;04.10.csv;2016;04.10.2016
A10108;Laugenbrezel mit Butter;4.4;4.4;2;NA;2.2;0.17;04.10.csv;2016;04.10.2016
A10112;Maisbrötli;1.7;1.7;1;NA;1.7;0.07;04.10.csv;2016;04.10.2016
A10128;Aprikosenjalousie;2.4;2.4;1;NA;2.4;0.09;04.10.csv;2016;04.10.2016
A10130;Vanillekreuz;2.4;2.4;1;NA;2.4;0.09;04.10.csv;2016;04.10.2016
A10200;Birchermüesli Classic;19.2;19.2;6;NA;3.2;0.76;04.10.csv;2016;04.10.2016
A10410;Sandwich Milano;8;8;2;NA;4;0.32;04.10.csv;2016;04.10.2016
A10413;Sandwich Start Your Day;9;9;2;NA;4.5;0.35;04.10.csv;2016;04.10.2016
A10415;Sandwich Turkey;5.5;5.5;1;NA;5.5;0.22;04.10.csv;2016;04.10.2016
A10416;Sandwich Ticinese;6;6;1;NA;6;0.24;04.10.csv;2016;04.10.2016
A10417;Sandwich Softie;4.5;4.5;1;NA;4.5;0.18;04.10.csv;2016;04.10.2016
L19100;Patisserie offen;2.4;2.4;2;NA;1.2;0.09;04.10.csv;2016;04.10.2016
A10000;Catering;8;8;2;NA;4;0.4;05.10.csv;2016;05.10.2016
